"timestamp","AI-K530N","total_cod_mgcod_per_gvss","total_pn_to_ps","lb_cod_mgcod_per_gvss","lb_proteins_mg_per_gvss","lb_carbs_mg_per_gvss","tb_cod_mgcod_per_gvss","tb_proteins_mg_per_gvss","tb_carbs_mgcarb_per_gvss","tb_pn_to_ps","CLARIFIER_X_SLR","CLARIFIER_X_SOR","NABX_CPASS_TOTAL_COD","NABX_CPASS_TKNH","NABX_CPASS_TSS","NABX_CPASS_VSS","ABXA_DO","ABXB_DO","ABXC_DO","ABXA_NO5","ABXA_NH3","ABXC_NH3","ABXC_MLSS","ABX_INF_FLOW","ABX_MLR_FLOW","ABXA_AIRFLOW","ABXB_AIRFLOW","ABXC_AIRFLOW","SCX_BLANKET","NABX_CPASS_dSVI30","NABX_CPASS_dSVI5","NABX_CLARIFIER_EFFLUENT_TOTAL_COD","NABX_CLARIFIER_EFFLUENT_NH3","NABX_CLARIFIER_EFFLUENT_NO2","NABX_CLARIFIER_EFFLUENT_NO5","NABX_CLARIFIER_EFFLUENT_OP","NABX_CLARIFIER_EFFLUENT_PWS","NABX_CLARIFIER_EFFLUENT_PW","NABX_CLARIFIER_EFFLUENT_TKNH","NABX_CLARIFIER_EFFLUENT_TSS","NABX_CLARIFIER_EFFLUENT_VSS","NSEC ACTUAL ASRT (days)","Solids Wasted via Effluent (tpd)","Solids Wasted via SWAS (tpd)","Solids Wasted via WAS (tpd)","NSEC MIN ASRT (days)","Total Solids Wasted (tpd)","NSI Soluble COD (LAB) (mg/L)","NSI Total COD (LAB) (mg/L)","NSI E. coli (LAB) (EC/100mL)","NSI NH3A (LAB) (mg/L)","NSI NO2 (LAB) (mg/L)","NSI NO5 (LAB) (mg/L)","NSI OP (LAB) (mg/L)","NSI PWS (LAB) (mg/L)","NSI PW (LAB) (mg/L)","NSI TKNH (LAB) (mg/L)","NSI TSS (LAB) (mg/L)","NSI TVAH (LAB) (mg/L)","NSI VSS (LAB) (mg/L)","NSEC EFF TSS (mg/L)","NSI NH3 (mg N/L)","NSI TSS (mg/L)","NSI COD (mg/L)","NSI sCOD (mg/L)","NSI FLOW (MGD)","NSI TEMP (C)","NAB2_ASRT","ASRT_d","Floc_SRT_d","Granule_SRT_d","AGS_Weighted_SRT_d","Floc_percent","Granule_percent","system"
2023-06-29,9.39037590474963,538.8,2.9,99.01,16.08,5.23,439.78,124.83,43.31,2.88,30.1249404,1027.802225,5690,311,4090,3390,1.424940104,2.663138117,1.781671209,1.036079202,11.25069118,1.043482492,3518.790663,1.461064601,16.06728749,1413.573415,2904.670938,2575.579889,2.033030439,84.23192,141.662766,140,0.26,0.33,8.8,0.02,0.08,0.67,5.1,19,18,6.227141857,2.426930454,21.37548122,3.888253373,7.834634908,27.68881042,262,596,4610000,30.5,0.04,0.02,4.28,4.81,8.29,61.4,106,50,101,10.66098445,30.17430953,137.1832709,412.5398464,252.6312611,54.52650958,14.95167204,4.753262861,5.585323269,4.031475602,16.30849321,8.568529752,63.04432969,36.95567031,"2"
2022-07-23,16.0982960401789,538.8,2.9,99.01,16.08,5.23,439.78,124.83,43.31,2.88,36.71671728,1071.017978,6070,320,4720,4000,0.6637796869,1.003892605,0.6381854988,0.003586451993,6.574413031,1.811757107,4116.583207,0.004483308807,16.02486674,1025.122802,1462.622764,2047.326283,2.868608067,63.6075478,91.87757,19,0,0.03,6.02,0.11,0.09,0.33,1.8,8,8,5.919073582,2.293046958,46.85223291,0,9.964330236,49.14606414,109,288,3610000,30.1,0.06,0.17,3.1,3.14,4.57,36.5,80,0,70,7.596300651,36.41022492,81.63348899,464.9772996,245.7120563,73.01136729,21.78837451,6.349642344,5.585323269,4.031475602,16.30849321,8.568529752,63.04432969,36.95567031,"2"
2022-08-26,6.12922398935731,538.8,2.9,99.01,16.08,5.23,439.78,124.83,43.31,2.88,40.08158445,1139.183267,6010,396,4600,3800,0.7457591592,1.211898544,0.5919715568,0.2406472926,9.129989463,0.5130278215,4223.241235,0.004483308807,16.10929987,1369.075909,2282.963927,1548.882621,2.70280886,100.792595,146.6074,39,0.05,0.16,4.4,0.13,0.16,0.53,1.5,14,13,13.39424801,2.624116969,13.94459621,1.037880429e-06,6.953523044,16.57133912,155,326,199000,30,0.05,0,2.69,2.82,4.25,36.7,59,0,54,11.25830396,33.85254061,83.15047784,498.505327,242.3094693,60.32822727,22.64034822,9.085709922,5.585323269,4.031475602,16.30849321,8.568529752,63.04432969,36.95567031,"2"
2022-05-08,16.0684340247702,538.8,2.9,99.01,16.08,5.23,439.78,124.83,43.31,2.88,27.26648539,1073.747977,4690,326,3810,3130,0.6527512825,1.047074975,0.891111652,0.4617043907,7.944222341,1.006761573,3055.99223,0.004483308807,16.12938975,1007.654844,1403.69764,1583.491409,3.748290764,129.918228,249.009949,40,0.29,0.31,5.46,0.02,0.06,0.54,2.9,16,16,4.833060741,1.601170436,39.50751358,11.08527623,7.032532265,52.19423761,199,365,5170000,30.9,0.03,0,3.03,2.97,4.49,37.2,76,35,66,5.837565135,30.84101815,61.15857962,439.359207,231.0577733,66.38565621,17.47271194,4.746111851,5.585323269,4.031475602,16.30849321,8.568529752,63.04432969,36.95567031,"2"
2023-03-28,9.10786327590225,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,15.82004915,673.0525246,4000,339,4000,3490,1.721135277,1.707415709,1.507444728,0.6654015636,13.87299569,2.739954574,2833.069597,0.002342661142,16.06757256,1409.766622,1827.706727,2294.319391,1.557710996,60.282,88.65,52,1.76,0.7,6.28,0.02,0.1,0.49,7.2,14,13,9.428341866,1.952075756,23.48836337,0.01973349901,4.823359402,25.46876264,237,426,9800000,33.2,0.02,0,3.11,3.24,5.29,43.8,99,60,88,7.370863593,40.3763388,97.82750894,359.8498903,218.9386131,65.30603794,15.32771473,5.387410901,5.017945827,3.585834922,21.63526207,9.760492003,65.7902878,34.2097122,"2"
2023-01-28,11.4908155503838,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,29.56959031,963.1142718,5690,311,4090,3390,1.216927496,2.181078196,1.131225131,1.013961288,9.776264686,0.4957503593,3691.853044,1.461064601,16.05181185,1436.807366,2592.781051,2025.719749,2.096562084,84.23192,141.662766,140,0.26,0.33,8.8,0.02,0.08,0.67,5.1,19,18,6.366491795,2.058386703,24.89354657,0.0007268312684,7.124502196,26.95533752,208,399,6490000,30.5,0.04,0.02,2.99,3.35,5.67,43.2,106,50,101,10.24564338,31.97598212,133.4177314,411.6454542,245.3964831,48.80798809,15.14199877,4.588110818,5.017945827,3.585834922,21.63526207,9.760492003,65.7902878,34.2097122,"2"
2022-10-19,4.4273834048741,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,57.33027752,1508.575948,5820,425,4560,3810,0.5622868536,1.351196505,0.7421958584,0.001932373875,11.18499336,1.30483833,4566.01741,1.461064601,15.96982475,1582.587078,3126.876926,2862.04981,5.309026941,96.40282,146.899536,26,0.39,0.58,7.85,0.02,0.07,0.51,3.8,14,17,5.00661087,1.830506513,27.6753331,0.0007195037614,9.939455986,29.50367052,142,357,798000,30.4,0.03,0.03,3.25,3.36,4.46,42.4,89,54,80,8.672377586,35.32155924,91.33324369,460.9005922,253.4025999,54.36980804,21.15791302,5.574533368,5.017945827,3.585834922,21.63526207,9.760492003,65.7902878,34.2097122,"2"
2023-04-06,9.89224175035117,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,16.61859024,616.9415099,5740,359,3420,2960,1.530447531,1.656184377,1.206868547,1.63650807,10.12546579,1.709033643,3236.493511,0.0002599028148,16.0064145,1388.552789,1922.248702,2226.966654,1.427601899,71.15294,110.68235,52,1,0.99,6.46,0.02,0.1,0.49,4,14,13,4.506177902,1.34195354,20.48899776,34.773683,5.738826706,56.59877826,211,388,2850000,32.9,0.02,0,3.12,3.31,4.85,46.2,96,60,86,5.672280732,37.27862284,100.2040699,403.2702809,256.0824089,57.93626602,15.69871128,5.846263238,8.183919649,5.049844605,47.41520209,23.20774546,57.13974357,42.86025643,"2"
2022-06-10,10.6110299635911,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,31.2095874,1175.049274,4380,313,3880,3300,0.6473962415,1.00156583,0.9130328449,0.06967695673,10.18908966,0.6264755738,3195.6496,0.004483308807,16.11071838,1073.950622,1517.597384,2013.38011,4.472997197,95.00103,158.335052,10,0,0.06,6.45,0.03,0.06,0.22,1.9,9,6,5.135752201,2.562709462,42.81016686,0.09959833485,6.422494868,45.47205159,104,277,6870000,27.4,0.03,0,3.24,3.33,4.56,40.2,79,0,71,7.408086172,33.32875905,70.91135123,418.2762494,218.3128818,83.458945,18.9705402,5.14344788,8.183919649,5.049844605,47.41520209,23.20774546,57.13974357,42.86025643,"2"
2023-04-15,9.37410847330019,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,17.4827548,613.6331402,5410,326,3820,3280,1.483698574,1.232391397,0.9065001788,1.027478652,11.16011791,1.492556356,3431.20426,0.001624577649,15.9605965,1501.255579,1695.852846,1954.747339,1.508579466,62.5346527,100.055443,47,0,0.36,6.45,0.03,0.08,0.47,2.6,11,11,3.983768225,1.230766607,23.39255034,38.1733271,6.016356053,62.6923619,185,374,5480000,35.3,0.03,0.04,3.09,3.25,4.86,42.4,90,50,82,5.074559789,34.14644019,94.99641398,410.0271958,264.8267788,57.40357658,16.14246975,5.652930813,8.183919649,5.049844605,47.41520209,23.20774546,57.13974357,42.86025643,"2"
2022-04-27,21.6414915254886,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,27.96436337,1042.134559,4820,378,3840,3260,0.5486800063,0.9609760756,0.8417208906,0.4625964392,3.307092376,2.058626843,3218.604323,0.004483308807,15.91707318,1036.450211,1463.294688,1296.261875,4.137579985,172.291641,285.8475,41,0,0.1,4.76,0.01,0.05,0.45,4,16,15,7.151682377,2.342578614,36.59110747,0.0004224542863,11.82017859,38.91669257,164,370,2480000,31.7,0.03,0,3.64,3.65,5.29,42,85,50,75,8.927482109,35.00188292,58.50958425,447.1982277,229.8962619,63.79921204,17.16960168,5.434679459,8.183919649,5.049844605,47.41520209,23.20774546,57.13974357,42.86025643,"2"
2022-10-24,4.25388951329648,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,55.18112914,1524.977581,6700,421,4260,3540,0.6619851541,1.804237635,0.8837658054,0.04677534329,12.71612533,3.158624357,4343.278409,1.461064601,15.98351304,1594.136081,3478.947395,2752.724238,4.808197483,84.58351,126.875267,50,0.39,0.58,7.85,0.02,0.05,0.72,3.8,18,17,4.021510601,2.130915694,32.45017424,0.08612174027,9.939455986,34.66715735,132,335,15500000,30.7,0.07,0.04,3.09,2.83,4.64,42.6,87,0,81,9.928337543,34.99965199,90.1331469,478.3138863,268.1360573,56.48822739,20.99708751,6.139954993,8.183919649,5.049844605,47.41520209,23.20774546,57.13974357,42.86025643,"2"
2022-09-14,5.85956048213192,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,59.14031406,1429.305159,5160,373,4440,3640,0.3839384831,1.096092916,1.444288849,0.02474680608,9.269513323,0.2546954585,4968.092528,0.004483308807,14.78877293,1314.213757,3026.041358,2578.422531,5.907844937,92.9351349,147.851349,28,3.92,0.68,3.08,0.06,0.09,0.18,6,14,12,3.227658033,1.961522881,44.92327469,0.00178793786,9.939455986,46.8877086,114,298,1.2e+07,31.7,0.05,0,2.96,3.07,4.49,40.6,44,0,43,9.479736126,39.30887986,81.42704627,521.050621,251.7524027,55.38993678,22.59438791,6.250786541,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2022-12-18,17.9355807511319,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,42.31575509,1248.138301,6240,222,3860,3180,0.7185965022,2.181328761,1.716094747,1.339117289,10.79562678,0.6412837981,4068.352423,1.461064601,15.97905703,1731.245153,3685.410283,3108.686384,2.652513484,74.74197,124.569946,67,35.6,0.06,0.18,0.01,0.1,0.75,54.7,24,21,5.947126389,1.768498111,24.98544669,5.436775867e-05,509.5452576,26.75024335,155,386,60000,30.6,0.07,0,2.57,2.72,4.68,43.1,97,60,88,8.952702461,34.46733319,102.4774129,431.8642239,244.4342814,47.93977002,16.9633097,5.457038852,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2022-05-23,11.1848437353866,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,30.24931536,1198.010014,4980,302,3450,2900,0.4595320211,1.095762445,0.789430746,0.06039677245,8.814421256,1.127284736,3093.007326,0.004483308807,16.1231543,989.1520597,1610.268502,1560.260502,5.661321056,120.4274,197.063019,69,0.12,0.21,5.98,0.01,0.06,0.93,1.9,31,27,4.299928188,2.382666214,41.44085867,7.826654451,4.262588471,51.65374856,170,339,14100000,26.2,0,0,3.16,3.25,4.57,41.8,76,20,69,7.203873158,30.4066762,73.58753572,463.295673,231.501905,79.63692251,18.10089884,8.408290536,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2023-01-16,15.0210491351836,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,42.27438509,1214.489857,4190,315,3940,3300,0.5540075586,2.185972112,1.603894925,0.8778719978,12.84840559,0.8455253241,4175.457072,1.461064601,16.02938395,1611.419797,4056.693779,3546.485901,2.977423504,89.81767,156.204651,520,0.12,0.19,6.66,3.53,3.56,0.84,2.5,24,24,2.722707272,3.474641978,0.01008126431,40.9837461,4.519013319,44.47026138,227,441,2810000,31.5,0.03,0,2.82,2.92,4.86,46.2,115,71,102,16.05188488,35.51180827,106.5321607,384.9441804,239.8318855,53.3305102,15.35844462,5.06570895,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2022-09-09,7.04125394134794,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,55.00547282,1359.351254,4640,377,4560,3780,0.4294691974,1.025101272,0.6482906559,0.04372295012,7.838847617,0.894024415,4864.158053,0.004483308807,16.07323712,1389.651883,2500.723716,1883.944976,4.544804426,92.9351349,147.851349,28,3.92,0.68,3.08,0.06,0.09,0.18,6,14,12,5.165534019,1.861214072,36.72253355,0.01435077915,9.939701482,38.59652904,160,348,1.2e+07,32.9,0.05,0,2.8,2.82,4.14,40.2,58,0,56,8.672019508,51.27533495,84.4951195,495.7690849,242.4617656,55.90812903,22.50388282,10.31852249,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2022-12-28,21.2442053727678,516.9,2.29,136.1538462,23.54,9.103333333,380.7692308,101.9407692,45.61282051,2.23,39.44987448,1203.699469,6920,411,4440,3650,0.9016336726,2.400991864,1.92735203,1.127518578,9.550223527,0.4433065056,3929.23184,1.461064601,16.07643249,1854.307958,3767.886088,3261.854056,2.596454374,80.0563354,141.051636,70,1.58,0.68,5.26,0.02,0.08,0.73,4.6,27,23,5.114886284,2.542427975,30.84911562,1.174063073e-07,509.5452576,33.37999237,242,478,19900000,29.7,0,0,2.64,2.79,4.04,41.8,106,60,94,11.8800986,34.01968819,103.5373338,483.1679154,277.0276068,51.35577134,16.18595356,5.53638102,5.366021547,4.934973947,8.843277464,5.645346332,81.82402205,18.17597795,"2"
2022-11-22,12.3614341742206,288.2,3.08,28.28,12.64,2.55,259.95,88.03,30.14,2.92,48.92113996,1300.758885,5820,375,3990,3280,0.4290580848,2.094929275,1.223535617,0.1383094845,12.64249638,2.558666854,4517.146787,1.461064601,16.09404878,1337.872258,3867.795109,2777.045595,3.3484592,60.41827,80.55769,58,0.78,0.64,7.78,0.04,0.07,0.7,4.3,23,20,4.928689003,3.355967961,26.23292403,0.02358907829,9.939455986,29.61535623,199,423,5480000,31.1,0,0.02,3.18,3.42,5.09,47.3,100,64,85,15.84286749,34.17108634,98.36110978,557.5412163,285.5847694,52.46721184,18.62428677,4.90643635,4.532073079,4.082473617,8.112821304,4.887297376,80.03090995,19.96909005,"2"
2022-09-12,7.40247916956249,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,57.17299346,1400.677433,7370,535,4680,3840,0.3781357589,0.7079460534,0.5343117821,0.03119428289,7.855081978,1.882754679,4907.906584,0.004483308807,16.04459456,1326.724511,2141.5895,2089.414082,5.63675806,92.9351349,147.851349,28,3.92,0.68,3.08,0.06,0.09,0.18,6,14,12,3.366891861,2.051554219,46.68687063,0.2080638335,9.939455986,48.94331214,124,278,1.2e+07,29.7,0.05,0,3,3.05,4.18,39.4,52,0,49,10.44127859,64.58892801,80.96427997,459.4044031,238.9923191,52.51865905,22.45602423,11.07879779,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2023-05-06,32.2279537664713,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,17.85719006,669.1942666,4400,292,2650,2450,1.449069336,1.718989561,1.38786181,1.411388028,10.31637265,0.3672792731,3215.667715,0.000165747849,16.00547985,1656.344075,2554.455227,2498.5399,1.644661619,105.160973,157.74147,54,0.1,0.14,7.61,0.05,0.15,0.66,1.6,18,16,3.602041721,1.453856213,20.69908338,42.31243167,6.575106621,64.46567307,115,327,3650000,32.3,0.03,0,2.94,3.1,4.46,41.1,94,72,86,5.445407655,32.28499393,98.42723124,469.8285319,279.2140255,65.89390805,17.10287423,5.493653095,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2022-08-07,13.8637660379873,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,41.2452805,1232.740863,5390,295,3950,3240,0.4326188598,1.149337787,1.017175637,0.09268637503,8.391697533,0.01257342065,4021.634313,0.004483308807,15.97528117,1173.979352,2106.549483,1688.618058,3.405170918,73.69952,104.046379,25,0,0.06,6.13,0.05,0.09,0.4,1.7,11,12,5.732185841,3.16272285,44.15558852,0.0189477192,6.506467919,47.34475249,120,320,80000,26.6,0.02,0,2.65,2.62,3.79,34.1,78,0,65,10.45427908,30.60309509,78.56667361,440.5086384,240.8901271,75.11854133,22.25446988,6.083846675,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2022-10-21,4.09993733542975,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,56.435486,1507.947227,6700,421,4260,3540,0.5265911148,1.492283734,0.7709114389,0.001112987814,11.62330107,2.891751986,4491.926699,1.461064601,15.96993361,1559.833783,3426.023226,2810.06158,5.181783864,87.40741,131.111115,50,0.39,0.58,7.85,0.02,0.05,0.72,3.8,18,17,4.223046303,1.803833362,32.80954539,0.001516615785,9.939455986,34.61389542,130,296,8160000,32.4,0.07,0.04,2.96,3.08,4.47,40.2,102,0,90,8.751473955,33.31989158,92.91298768,455.4676692,254.8060118,54.58508222,21.41676172,6.394009998,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2022-09-29,8.52561066694542,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,60.18152138,1444.534489,6300,427,4680,3880,0.4675086726,1.295844017,0.8463100754,0.01604416473,11.56582838,0.6079850303,5005.508916,0.004483308807,16.02881974,1539.828867,3350.281138,2236.767906,6.235215862,86.53077,144.217941,6,2.48,0.28,7.58,0.07,0.09,0.23,5.3,5,5,6.528345585,0.8717333439,22.00039497,0.01309282813,9.939455986,22.87271587,189,307,24200000,31.2,0.03,0,3.2,3.48,4.49,40.2,62,0,57,4.777034724,38.75374774,84.31919747,480.5784992,249.9353845,49.28410878,22.27541045,4.906965224,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2022-09-22,10.0700588744188,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,66.05530636,1486.54858,5160,373,4440,3640,0.4208667735,1.353858421,1.026007196,0.06304601612,12.2702201,0.489237278,5338.733467,0.004483308807,16.00976065,1475.909386,3509.01821,2414.218226,6.281035937,83.33017,134.915512,17,1.05,0.67,4.25,0.05,0.07,0.18,3.9,3,4,5.661406517,2.335599148,19.55653638,0.003565766906,9.939455986,21.91675089,100,350,8660000,32.7,0,0,3.18,3.21,4.63,42.8,69,30,63,11.72203908,43.43359781,85.54181445,545.0228656,254.8156465,52.36248313,22.27753884,5.578131475,11.85937866,5.857637739,11.83516602,6.788556198,86.39538451,13.60461549,"2"
2022-05-17,75.1203929442652,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,27.51822539,1122.535344,5550,304,3670,3070,0.301259659,1.297653261,1.047604891,0.3127825521,9.473755598,0.8326010885,2951.349609,0.004483308807,16.1178483,823.4999186,2094.194226,2106.854875,5.020314881,132.570435,233.94783,58,0.82,0.39,5.37,0.03,0.07,0.57,2.6,14,15,4.190130234,2.885245466,43.65014262,10.95452327,5.64184791,57.48773293,202,324,4350000,31.8,0.03,0.02,3.65,3.6,5.21,40.6,80,0,70,9.301519514,36.63041345,80.70516925,412.557003,218.2987843,74.36342567,18.25750691,7.333633789,9.118240815,9.273108539,5.695132273,9.176380212,97.29656321,2.703436789,"2"
2023-06-14,10.4962034942984,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,27.51822539,1122.535344,5550,304,3670,3070,0.301259659,1.297653261,1.047604891,0.3127825521,9.473755598,0.8326010885,2951.349609,0.004483308807,16.1178483,823.4999186,2094.194226,2106.854875,5.020314881,132.570435,233.94783,58,0.82,0.39,5.37,0.03,0.07,0.57,2.6,14,15,4.190130234,2.885245466,43.65014262,10.95452327,5.64184791,57.48773293,202,324,4350000,31.8,0.03,0.02,3.65,3.6,5.21,40.6,80,0,70,9.301519514,36.63041345,80.70516925,412.557003,218.2987843,74.36342567,18.25750691,7.333633789,9.118240815,9.273108539,5.695132273,9.176380212,97.29656321,2.703436789,"2"
2022-04-26,45.6305697140717,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,28.23480731,1037.975768,4820,378,3840,3260,0.5890394428,0.9171153226,0.7225572747,0.4728311576,3.571413111,2.299350544,3263.468628,0.004483308807,16.00657665,1016.252864,1420.824927,1233.158553,4.256692045,172.291641,285.8475,41,0,0.1,4.76,0.01,0.05,0.45,4,16,15,10.4442749,2.027458448,24.4362557,0.002011845224,11.70735116,26.48435305,164,370,2480000,35.7,0.03,0.03,3.65,3.56,5.24,44.2,98,50,88,7.749725456,36.09361684,70.12812121,461.3617953,229.7719091,62.97638312,17.05882864,7.333633789,4.392934999,4.331119101,5.501920623,4.40854027,93.38733611,6.612663894,"2"
2023-02-05,11.2488505270214,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,32.85347458,998.077425,5100,343,4040,3410,0.53514834,2.564228404,1.598617699,0.9039437439,9.744746785,1.628288115,3963.766751,1.461064601,16.06409178,913.6736372,3426.230759,2950.71526,2.928621278,84.23192,141.662766,67,0.16,0.22,8.86,0.02,0.11,0.71,3.1,26,24,9.111422539,3.333261677,18.94636954,0.000201058532,7.214936592,22.28025872,203,397,3870000,31.7,0.04,0,2.72,3.1,5.16,41.2,108,49,93,13.50529877,30.29601415,101.3881902,412.6898971,245.4348806,58.37610327,14.96766837,6.057721518,4.392934999,4.331119101,5.501920623,4.40854027,93.38733611,6.612663894,"2"
2022-05-19,14.9423659606015,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,27.85692557,1106.672677,3920,294,3440,2890,0.4960450837,0.8374255043,0.7804447075,0.1712179095,9.271877416,1.116026426,3029.064804,0.004483308807,16.10144822,1067.157426,1461.646568,1809.027823,5.172715903,132.570435,233.94783,58,0.82,0.39,5.37,0.03,0.07,0.57,2.6,14,15,4.211098671,2.464938541,42.43311579,10.91644262,6.838455315,55.81616491,202,324,4350000,30.1,0.03,0,3.48,3.52,4.86,42.5,80,0,70,8.165593759,35.95059843,76.7789971,460.550099,233.9454891,71.96043573,18.41970712,9.267401906,9.380127603,8.954289335,19.94550823,9.85977389,91.76174578,8.238254223,"2"
2023-04-28,13.9166519153834,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,18.6058048,693.5437822,4380,277,3340,2840,1.777948809,1.487328766,0.9523687433,1.048130477,11.11909705,1.430270644,3228.540097,5.368131097e-06,16.00507556,1689.169458,2048.774972,2095.777362,1.636311903,87.030304,128.804855,51,0.36,0.24,6.77,0,0.11,0.55,2.7,15,14,4.768269062,2.259602819,20.20347802,29.69094936,5.157773209,52.15379041,170,369,3440000,28.8,0.02,0.03,2.86,3.07,5.15,42.8,76,40,72,7.713484544,30.50086125,87.64158994,492.3734783,306.5282351,70.20692211,16.30240728,6.432123239,9.380127603,8.954289335,19.94550823,9.85977389,91.76174578,8.238254223,"2"
2023-06-30,6.12547451312954,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,18.6058048,693.5437822,4380,277,3340,2840,1.777948809,1.487328766,0.9523687433,1.048130477,11.11909705,1.430270644,3228.540097,5.368131097e-06,16.00507556,1689.169458,2048.774972,2095.777362,1.636311903,87.030304,128.804855,51,0.36,0.24,6.77,0,0.11,0.55,2.7,15,14,4.768269062,2.259602819,20.20347802,29.69094936,5.157773209,52.15379041,170,369,3440000,28.8,0.02,0.03,2.86,3.07,5.15,42.8,76,40,72,7.713484544,30.50086125,87.64158994,492.3734783,306.5282351,70.20692211,16.30240728,6.432123239,9.380127603,8.954289335,19.94550823,9.85977389,91.76174578,8.238254223,"2"
2023-04-08,9.06146179893999,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,18.29630287,673.1891435,5740,359,3420,2960,1.455919464,2.469074382,1.290372802,1.556236153,10.42340741,1.574341188,3266.707079,0.004350009903,16.00643352,1533.738583,2703.776579,2440.285317,1.511307719,62.00787,88.11645,52,0.65,1.12,6.03,0.03,0.12,0.44,3.8,13,11,5.861671925,2.605489965,20.90825386,19.87758651,5.739625931,43.38918544,208,387,5480000,32.9,0.03,0,3.2,3.29,4.46,43,97,69,85,9.682226018,36.05914276,97.34697346,413.1107305,256.0065405,66.41777481,15.76517605,5.884475569,9.380127603,8.954289335,19.94550823,9.85977389,91.76174578,8.238254223,"2"
2022-07-27,9.08418910757414,615.7,3.08,43.86,12.64,2.55,571.8,88.03,30.14,2.92,43.54048173,1283.619256,7110,386,4930,4270,0.1952335856,1.446707908,0.3724135339,0.003121140054,9.181199328,2.554277684,4070.783867,0.004483308807,14.60638531,815.3050707,2741.989916,1535.538813,3.414376319,63.6075478,91.87757,19,0,0.03,6.02,0.11,0.09,0.33,1.8,8,8,5.220823288,3.244877074,47.3352546,5.727534178,8.530253796,56.2991213,100,297,3610000,26.8,0.06,0,2.99,3.13,4.43,35.5,95,0,83,9.514248317,32.3740442,78.1274588,460.1645925,241.2854907,82.5471163,21.85113558,5.891679704,9.380127603,8.954289335,19.94550823,9.85977389,91.76174578,8.238254223,"2"
